price;area;lat;lon
6090000;30,4;55,07357;82,8988
6090000;30,4;55,07357;82,8988
5850000;27,3;55,07357;82,8988
7390000;35,71;55,073067;82,899117
7590000;35,71;55,073067;82,899117
6450000;35,76;55,073067;82,899117
7390000;35,76;55,073067;82,899117
17868000;59,56;55,07357;82,8988
5550000;27,44;55,07357;82,8988
6090000;30,33;55,07357;82,8988
6090000;30,33;55,07357;82,8988
5840000;30,51;55,07357;82,8988
5840000;30,51;55,07357;82,8988
5840000;30,51;55,07357;82,8988
8598000;28,66;55,07357;82,8988
5450000;24,11;55,073067;82,899117
15870000;52,9;55,07357;82,8988
15870000;52,9;55,07357;82,8988
7790000;35,6;55,073067;82,899117
5450000;30,58;55,07357;82,8988
5450000;30,58;55,07357;82,8988
5850000;27,35;55,07357;82,8988
8850000;45,27;55,073067;82,899117
6500000;40,76;55,07357;82,8988
7450000;40,54;55,07357;82,8988
6450000;33,74;55,07357;82,8988
6990000;40,62;55,07357;82,8988
7090000;40,62;55,07357;82,8988
7290000;40,62;55,07357;82,8988
7290000;40,62;55,07357;82,8988
7650000;40,49;55,07357;82,8988
6950000;40,41;55,07357;82,8988
6890000;40,68;55,07357;82,8988
7650000;40,22;55,07357;82,8988
7050000;40,35;55,07357;82,8988
7250000;40,35;55,07357;82,8988
7450000;40,35;55,07357;82,8988
7450000;40,35;55,07357;82,8988
8750000;45,39;55,073067;82,899117
6650000;33,7;55,07357;82,8988
7550000;40,27;55,07357;82,8988
7750000;45,44;55,073067;82,899117
8650000;45,44;55,073067;82,899117
8650000;45,44;55,073067;82,899117
8650000;45,44;55,073067;82,899117
8300000;45,7;55,07357;82,8988
7500000;46,14;55,07357;82,8988
8500000;45,98;55,07357;82,8988
8700000;45,93;55,07357;82,8988
7150000;37,98;55,07357;82,8988
9290000;47,34;55,073067;82,899117
9990000;55,66;55,07357;82,8988
9250000;51,76;55,07357;82,8988
8400000;55,94;55,07357;82,8988
9290000;55,77;55,07357;82,8988
9290000;55,77;55,07357;82,8988
8100000;51,87;55,07357;82,8988
8920000;51,87;55,07357;82,8988
9450000;51,68;55,07357;82,8988
7950000;46,04;55,07357;82,8988
8050000;46,04;55,07357;82,8988
7350000;37,93;55,07357;82,8988
8850000;45,72;55,073067;82,899117
7850000;45,83;55,073067;82,899117
8650000;45,83;55,073067;82,899117
8650000;45,81;55,073067;82,899117
8500000;45,67;55,07357;82,8988
6600000;38,07;55,07357;82,8988
